Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l]
3490,0076,B,2015-05-11T07:00,60.2557,21.9532,0048,5,5.8,5.76,9.66
3490,0076,B,2015-05-11T07:00,60.2557,21.9532,0048,10,5.8,5.76,9.66
3490,0076,B,2015-05-11T07:00,60.2557,21.9532,0048,20,5.8,5.76,9.59
3490,0076,B,2015-05-11T07:00,60.2557,21.9532,0048,40,4.8,5.96,8.82
3490,0076,B,2015-05-11T07:00,60.2557,21.9532,0048,47,4.7,5.97,8.61
3490,0100,B,2015-05-11T08:00,60.3122,22.0458,0080,0,,,
3490,0100,B,2015-05-11T08:00,60.3122,22.0458,0080,1,6.6,,
3490,0113,B,2015-05-11T08:15,60.3777,22.1023,0052,0,,,
3490,0113,B,2015-05-11T08:15,60.3777,22.1023,0052,1,7.3,,
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,0,,,
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,1,,6.36,8.54
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,5,6.,6.36,8.61
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,10,6.,6.36,8.47
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,20,6.,6.36,8.4
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,40,4.5,6.56,8.4
3490,0019,B,2015-05-17T06:30,59.8052,21.3418,0065,64,4.,6.76,8.12
3490,0131,B,2015-05-18T07:40,60.5952,21.0942,0034,0,,,
3490,0131,B,2015-05-18T07:40,60.5952,21.0942,0034,1,7.8,5.78,7.84
3490,0131,B,2015-05-18T07:40,60.5952,21.0942,0034,5,7.5,5.78,7.98
3490,0131,B,2015-05-18T07:40,60.5952,21.0942,0034,10,7.6,5.78,7.98
3490,0131,B,2015-05-18T07:40,60.5952,21.0942,0034,20,7.4,5.8,7.91
3490,0131,B,2015-05-18T07:40,60.5952,21.0942,0034,32,7.4,5.81,7.84
3490,0139,B,2015-05-18T08:40,60.7865,21.2030,0033,0,,,
3490,0139,B,2015-05-18T08:40,60.7865,21.2030,0033,1,8.,,
3490,0139,B,2015-05-18T08:40,60.7865,21.2030,0033,5,8.,,
3490,0139,B,2015-05-18T08:40,60.7865,21.2030,0033,10,7.8,,
3490,0139,B,2015-05-18T08:40,60.7865,21.2030,0033,20,7.6,,
3490,0139,B,2015-05-18T08:40,60.7865,21.2030,0033,32,7.4,,
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,0,,,
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,1,8.2,5.64,10.36
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,5,6.9,5.72,9.31
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,10,5.8,5.76,8.89
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,20,6.,5.78,8.68
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,40,5.,5.82,8.4
3490,0077,B,2015-05-18T09:30,60.2557,21.9532,0048,47,4.7,5.91,7.77
3490,0142,B,2015-05-18T11:05,60.7840,21.3143,0018,0,,,
3490,0142,B,2015-05-18T11:05,60.7840,21.3143,0018,1,9.9,,
3490,0142,B,2015-05-18T11:05,60.7840,21.3143,0018,5,8.7,,
3490,0142,B,2015-05-18T11:05,60.7840,21.3143,0018,10,7.8,,
3490,0142,B,2015-05-18T11:05,60.7840,21.3143,0018,17,7.7,,
3490,0199,B,2015-05-19T10:00,63.4040,21.9897,0025,0,,,
3490,0199,B,2015-05-19T10:00,63.4040,21.9897,0025,1,6.5,,7.91
3490,0199,B,2015-05-19T10:00,63.4040,21.9897,0025,5,6.5,,8.05
3490,0199,B,2015-05-19T10:00,63.4040,21.9897,0025,10,6.4,,8.05
3490,0199,B,2015-05-19T10:00,63.4040,21.9897,0025,15,6.3,,7.98
3490,0199,B,2015-05-19T10:00,63.4040,21.9897,0025,24,5.8,,7.98
3490,0255,B,2015-05-20T06:40,63.9612,22.9282,,0,,,
3490,0255,B,2015-05-20T06:40,63.9612,22.9282,,1,6.1,2.95,
3490,0227,B,2015-05-20T08:00,63.8782,22.9888,,0,,,
3490,0227,B,2015-05-20T08:00,63.8782,22.9888,,1,7.,2.69,
3490,0179,B,2015-05-20T13:30,62.9850,21.0330,0018,0,,,
3490,0179,B,2015-05-20T13:30,62.9850,21.0330,0018,1,7.7,,7.77
3490,0179,B,2015-05-20T13:30,62.9850,21.0330,0018,5,7.6,,7.91
3490,0179,B,2015-05-20T13:30,62.9850,21.0330,0018,10,7.3,,7.91
3490,0179,B,2015-05-20T13:30,62.9850,21.0330,0018,17,6.5,,7.91
3490,0120,B,2015-05-21T07:10,60.3885,27.6550,0048,1,6.7,3.64,
3490,0120,B,2015-05-21T07:10,60.3885,27.6550,0048,5,6.6,3.65,
3490,0120,B,2015-05-21T07:10,60.3885,27.6550,0048,10,5.7,3.83,
3490,0120,B,2015-05-21T07:10,60.3885,27.6550,0048,15,4.7,3.93,
3490,0120,B,2015-05-21T07:10,60.3885,27.6550,0048,20,4.6,4.04,
3490,0120,B,2015-05-21T07:10,60.3885,27.6550,0048,47,2.,5.26,
3490,0241,B,2015-05-25T05:40,63.9188,22.9802,0018,0,,,
3490,0241,B,2015-05-25T05:40,63.9188,22.9802,0018,1,7.8,,8.12
3490,0241,B,2015-05-25T05:40,63.9188,22.9802,0018,5,7.8,,8.12
3490,0241,B,2015-05-25T05:40,63.9188,22.9802,0018,10,7.2,,8.05
3490,0241,B,2015-05-25T05:40,63.9188,22.9802,0018,17,7.,,8.19
3490,0105,B,2015-05-25T07:15,60.3435,26.5902,0027,1,9.2,2.33,
3490,0105,B,2015-05-25T07:15,60.3435,26.5902,0027,5,6.5,4.47,
3490,0105,B,2015-05-25T07:15,60.3435,26.5902,0027,10,6.,4.53,
3490,0105,B,2015-05-25T07:15,60.3435,26.5902,0027,15,4.5,4.72,
3490,0105,B,2015-05-25T07:15,60.3435,26.5902,0027,26,3.7,4.96,
3490,0200,B,2015-05-26T07:00,63.4040,21.9897,0026,0,,,
3490,0200,B,2015-05-26T07:00,63.4040,21.9897,0026,1,8.,,
3490,0200,B,2015-05-26T07:00,63.4040,21.9897,0026,5,7.1,,8.26
3490,0200,B,2015-05-26T07:00,63.4040,21.9897,0026,10,6.8,,8.33
3490,0200,B,2015-05-26T07:00,63.4040,21.9897,0026,15,6.8,,8.33
3490,0200,B,2015-05-26T07:00,63.4040,21.9897,0026,24.5,6.3,,8.19
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,1,8.9,4.11,
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,5,7.8,4.13,
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,10,7.4,4.17,
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,15,6.8,4.29,
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,20,4.8,4.62,
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,40,2.1,5.4,
3490,0092,B,2015-05-26T08:00,60.2503,27.2468,0069,68,2.7,5.87,
3490,0180,B,2015-05-26T11:30,62.9850,21.0330,0018,0,,,
3490,0180,B,2015-05-26T11:30,62.9850,21.0330,0018,1,8.1,,7.77
3490,0180,B,2015-05-26T11:30,62.9850,21.0330,0018,5,7.9,,
3490,0180,B,2015-05-26T11:30,62.9850,21.0330,0018,10,7.9,,7.7
3490,0180,B,2015-05-26T11:30,62.9850,21.0330,0018,17,7.9,,7.56
3490,0121,B,2015-05-27T07:00,60.3885,27.6550,0048,1,8.1,3.87,
3490,0121,B,2015-05-27T07:00,60.3885,27.6550,0048,5,7.8,3.87,
3490,0121,B,2015-05-27T07:00,60.3885,27.6550,0048,10,7.2,3.93,
3490,0121,B,2015-05-27T07:00,60.3885,27.6550,0048,15,6.8,3.97,
3490,0121,B,2015-05-27T07:00,60.3885,27.6550,0048,20,4.4,4.28,
3490,0121,B,2015-05-27T07:00,60.3885,27.6550,0048,47,3.7,4.29,
3490,0165,B,2015-06-01T08:30,62.3408,21.3243,0008,0,,,
3490,0165,B,2015-06-01T08:30,62.3408,21.3243,0008,1,11.8,,6.79
3490,0165,B,2015-06-01T08:30,62.3408,21.3243,0008,3,11.8,,
3490,0165,B,2015-06-01T08:30,62.3408,21.3243,0008,7.3,11.8,,6.86
3490,0170,B,2015-06-01T11:00,62.8957,21.3942,0003,0,,,
3490,0170,B,2015-06-01T11:00,62.8957,21.3942,0003,1,12.4,,6.72
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,0,,,
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,1,11.,,7.91
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,5,11.,,
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,10,10.8,,7.98
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,20,10.3,,7.35
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,40,6.,,6.65
3490,0114,B,2015-06-02T07:15,60.3777,22.1023,0052,51,5.8,,6.86
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,0,,,
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,1,8.1,5.87,8.33
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,5,8.,5.87,8.33
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,10,8.,5.88,8.33
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,20,7.8,5.88,8.26
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,40,4.4,6.21,7.63
3490,0008,B,2015-06-02T07:45,59.7768,23.2628,0059,58,4.,6.67,6.65
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,0,,,
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,1,9.1,5.75,8.26
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,5,9.1,5.75,8.82
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,10,9.,5.75,7.35
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,20,8.6,5.77,7.63
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,40,6.,5.85,7.63
3490,0078,B,2015-06-02T08:00,60.2557,21.9532,0047,46,5.9,5.86,7.21
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,0,,,
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,1,10.5,,8.33
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,5,10.3,,
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,10,10.,,7.91
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,20,9.5,,7.28
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,40,6.6,,7.77
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,60,5.9,,7.63
3490,0101,B,2015-06-02T08:05,60.3122,22.0458,0080,79,5.8,,7.63
3490,0242,B,2015-06-08T06:00,63.9188,22.9802,0018,0,,,
3490,0242,B,2015-06-08T06:00,63.9188,22.9802,0018,1,9.4,,7.56
3490,0242,B,2015-06-08T06:00,63.9188,22.9802,0018,5,9.4,,7.49
3490,0242,B,2015-06-08T06:00,63.9188,22.9802,0018,10,9.3,,7.56
3490,0242,B,2015-06-08T06:00,63.9188,22.9802,0018,17,9.,,7.56
3490,0181,B,2015-06-08T08:00,62.9850,21.0330,0018,0,,,
3490,0181,B,2015-06-08T08:00,62.9850,21.0330,0018,1,10.,,7.35
3490,0181,B,2015-06-08T08:00,62.9850,21.0330,0018,5,10.,,7.42
3490,0181,B,2015-06-08T08:00,62.9850,21.0330,0018,10,10.,,
3490,0181,B,2015-06-08T08:00,62.9850,21.0330,0018,17,9.9,,7.35
3490,0145,B,2015-06-08T10:10,61.1273,21.4232,0015,0,,,
3490,0145,B,2015-06-08T10:10,61.1273,21.4232,0015,1,12.2,,6.16
3490,0145,B,2015-06-08T10:10,61.1273,21.4232,0015,5,12.2,,
3490,0145,B,2015-06-08T10:10,61.1273,21.4232,0015,10,12.1,,6.02
3490,0145,B,2015-06-08T10:10,61.1273,21.4232,0015,14,12.,,6.3
3490,0201,B,2015-06-08T12:20,63.4040,21.9897,0025,0,,,
3490,0201,B,2015-06-08T12:20,63.4040,21.9897,0025,1,9.3,,7.63
3490,0201,B,2015-06-08T12:20,63.4040,21.9897,0025,5,9.3,,7.63
3490,0201,B,2015-06-08T12:20,63.4040,21.9897,0025,10,9.3,,8.26
3490,0201,B,2015-06-08T12:20,63.4040,21.9897,0025,15,9.2,,7.63
3490,0201,B,2015-06-08T12:20,63.4040,21.9897,0025,24,9.1,,7.63
3490,0146,B,2015-06-09T07:45,61.1503,21.2463,0016,0,,,
3490,0146,B,2015-06-09T07:45,61.1503,21.2463,0016,1,11.1,5.68,
3490,0146,B,2015-06-09T07:45,61.1503,21.2463,0016,5,11.1,5.68,
3490,0146,B,2015-06-09T07:45,61.1503,21.2463,0016,10,10.6,5.68,
3490,0146,B,2015-06-09T07:45,61.1503,21.2463,0016,15,10.3,5.67,7.7
3490,0156,B,2015-06-09T09:00,61.7258,21.4415,0017,0,,,
3490,0156,B,2015-06-09T09:00,61.7258,21.4415,0017,1,12.3,4.42,7.35
3490,0156,B,2015-06-09T09:00,61.7258,21.4415,0017,5,12.,4.71,7.07
3490,0156,B,2015-06-09T09:00,61.7258,21.4415,0017,10,11.6,5.28,6.93
3490,0156,B,2015-06-09T09:00,61.7258,21.4415,0017,16,11.2,5.36,6.58
3490,0044,B,2015-06-09T09:20,60.0833,25.1230,0047,1,8.4,5.54,8.33
3490,0044,B,2015-06-09T09:20,60.0833,25.1230,0047,5,7.8,5.54,8.19
3490,0044,B,2015-06-09T09:20,60.0833,25.1230,0047,10,7.8,5.54,8.19
3490,0044,B,2015-06-09T09:20,60.0833,25.1230,0047,20,7.4,5.57,8.19
3490,0044,B,2015-06-09T09:20,60.0833,25.1230,0047,40,4.8,5.8,7.84
3490,0044,B,2015-06-09T09:20,60.0833,25.1230,0047,46,4.7,5.9,7.63
3490,0144,B,2015-06-09T09:50,61.1280,21.3708,0013,0,,,
3490,0144,B,2015-06-09T09:50,61.1280,21.3708,0013,1,12.5,,
3490,0144,B,2015-06-09T09:50,61.1280,21.3708,0013,5,12.3,,
3490,0144,B,2015-06-09T09:50,61.1280,21.3708,0013,10,12.1,,
3490,0144,B,2015-06-09T09:50,61.1280,21.3708,0013,12,11.9,,6.72
3490,0148,B,2015-06-09T12:40,61.5868,21.2097,,0,,,
3490,0148,B,2015-06-09T12:40,61.5868,21.2097,,1,10.9,,
3490,0152,B,2015-06-09T13:30,61.6352,21.2713,,0,,,
3490,0152,B,2015-06-09T13:30,61.6352,21.2713,,1,11.6,,
3490,0256,B,2015-06-14T07:30,63.9612,22.9282,0015,0,,,
3490,0256,B,2015-06-14T07:30,63.9612,22.9282,0015,1,9.8,3.32,7.91
3490,0256,B,2015-06-14T07:30,63.9612,22.9282,0015,5,9.4,3.33,7.91
3490,0256,B,2015-06-14T07:30,63.9612,22.9282,0015,10,9.2,3.34,7.91
3490,0256,B,2015-06-14T07:30,63.9612,22.9282,0015,14,8.8,3.35,7.98
3490,0228,B,2015-06-14T08:40,63.8782,22.9888,0015,0,,,
3490,0228,B,2015-06-14T08:40,63.8782,22.9888,0015,1,11.8,2.92,7.63
3490,0228,B,2015-06-14T08:40,63.8782,22.9888,0015,5,10.9,2.92,7.56
3490,0228,B,2015-06-14T08:40,63.8782,22.9888,0015,10,10.8,2.93,7.49
3490,0228,B,2015-06-14T08:40,63.8782,22.9888,0015,14,10.5,2.98,7.35
3490,0143,B,2015-06-15T07:20,60.7840,21.3143,0018,0,,,
3490,0143,B,2015-06-15T07:20,60.7840,21.3143,0018,1,13.6,,6.72
3490,0143,B,2015-06-15T07:20,60.7840,21.3143,0018,5,13.6,,6.65
3490,0143,B,2015-06-15T07:20,60.7840,21.3143,0018,10,12.8,,6.51
3490,0143,B,2015-06-15T07:20,60.7840,21.3143,0018,17,12.3,,6.51
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,0,,,
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,1,12.3,5.72,7.63
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,5,12.3,5.72,7.56
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,10,12.3,5.72,7.14
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,20,9.9,5.77,7.35
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,40,7.3,5.81,7.42
3490,0079,B,2015-06-15T07:30,60.2557,21.9532,0048,47,7.,5.81,7.28
3490,0132,B,2015-06-15T07:30,60.5952,21.0942,,0,,,
3490,0132,B,2015-06-15T07:30,60.5952,21.0942,,1,11.3,5.77,6.93
3490,0132,B,2015-06-15T07:30,60.5952,21.0942,,5,11.3,5.77,6.86
3490,0132,B,2015-06-15T07:30,60.5952,21.0942,,10,11.4,5.77,6.44
3490,0132,B,2015-06-15T07:30,60.5952,21.0942,,20,11.2,5.77,7.28
3490,0132,B,2015-06-15T07:30,60.5952,21.0942,,32,10.6,5.83,7.28
3490,0140,B,2015-06-15T08:05,60.7865,21.2030,0033,0,,,
3490,0140,B,2015-06-15T08:05,60.7865,21.2030,0033,1,12.3,,7.07
3490,0140,B,2015-06-15T08:05,60.7865,21.2030,0033,5,12.4,,7
3490,0140,B,2015-06-15T08:05,60.7865,21.2030,0033,10,12.3,,7.07
3490,0140,B,2015-06-15T08:05,60.7865,21.2030,0033,20,12.3,,7
3490,0140,B,2015-06-15T08:05,60.7865,21.2030,0033,32,12.1,,6.93
3490,0102,B,2015-06-15T08:15,60.3122,22.0458,0080,0,,,
3490,0102,B,2015-06-15T08:15,60.3122,22.0458,0080,1,13.,,
3490,0115,B,2015-06-15T08:30,60.3777,22.1023,0052,0,,,
3490,0115,B,2015-06-15T08:30,60.3777,22.1023,0052,1,13.3,,
3490,0202,B,2015-06-15T08:30,63.4040,21.9897,0025,0,,,
3490,0202,B,2015-06-15T08:30,63.4040,21.9897,0025,1,10.4,,7.49
3490,0202,B,2015-06-15T08:30,63.4040,21.9897,0025,5,10.4,,7.49
3490,0202,B,2015-06-15T08:30,63.4040,21.9897,0025,10,7.7,,8.19
3490,0202,B,2015-06-15T08:30,63.4040,21.9897,0025,15,7.6,,8.12
3490,0202,B,2015-06-15T08:30,63.4040,21.9897,0025,24,7.5,,8.12
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,0,,,
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,1,9.1,6.13,7.91
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,5,9.1,6.13,6.51
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,10,9.1,6.13,7.91
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,20,5.5,6.24,8.05
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,40,4.1,6.47,7.63
3490,0009,B,2015-06-16T07:45,59.7768,23.2628,0059,57.5,4.1,6.62,7.42
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,0,,,
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,1,10.,5.27,8.05
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,5,10.,5.28,7.63
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,10,8.9,5.4,7.77
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,20,7.5,5.4,8.82
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,40,6.2,5.48,7.7
3490,0063,B,2015-06-16T10:05,60.1830,25.6352,0058,57,5.9,5.51,7.56
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,0,,,
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,1,13.,6.31,7.49
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,5,12.3,6.31,7.49
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,10,11.6,6.31,7.49
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,20,8.7,6.4,7.63
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,40,4.5,6.77,7.63
3490,0020,B,2015-06-21T08:00,59.8052,21.3418,0067,66,4.,6.92,7.42
3490,0243,B,2015-06-22T06:00,63.9188,22.9802,0018,0,,,
3490,0243,B,2015-06-22T06:00,63.9188,22.9802,0018,1,11.6,,7.7
3490,0243,B,2015-06-22T06:00,63.9188,22.9802,0018,5,11.4,,7.63
3490,0243,B,2015-06-22T06:00,63.9188,22.9802,0018,10,9.5,,7.77
3490,0243,B,2015-06-22T06:00,63.9188,22.9802,0018,17,8.8,,7.77
3490,0203,B,2015-06-22T08:00,63.4040,21.9897,0025,0,,,
3490,0203,B,2015-06-22T08:00,63.4040,21.9897,0025,1,12.3,,7.42
3490,0203,B,2015-06-22T08:00,63.4040,21.9897,0025,5,10.3,,7.77
3490,0203,B,2015-06-22T08:00,63.4040,21.9897,0025,10,8.2,,8.19
3490,0203,B,2015-06-22T08:00,63.4040,21.9897,0025,15,7.4,,8.26
3490,0203,B,2015-06-22T08:00,63.4040,21.9897,0025,24,7.,,8.26
3490,0182,B,2015-06-22T13:00,62.9850,21.0330,0019,0,,,
3490,0182,B,2015-06-22T13:00,62.9850,21.0330,0019,1,13.2,,
3490,0182,B,2015-06-22T13:00,62.9850,21.0330,0019,5,13.2,,7.28
3490,0182,B,2015-06-22T13:00,62.9850,21.0330,0019,10,12.8,,7.14
3490,0182,B,2015-06-22T13:00,62.9850,21.0330,0019,17.5,11.8,,6.37
3490,0116,B,2015-06-23T09:10,60.3777,22.1023,0046,1,15.8,,7.14
3490,0116,B,2015-06-23T09:10,60.3777,22.1023,0046,18,10.,,5.53
3490,0116,B,2015-06-23T09:10,60.3777,22.1023,0046,25,9.6,,6.09
3490,0116,B,2015-06-23T09:10,60.3777,22.1023,0046,40,7.5,,5.46
3490,0116,B,2015-06-23T09:10,60.3777,22.1023,0046,45,7.5,,5.74
3490,0218,B,2015-06-24T06:00,63.5887,22.4395,0006,0,,,
3490,0218,B,2015-06-24T06:00,63.5887,22.4395,0006,1,15.6,,6.23
3490,0218,B,2015-06-24T06:00,63.5887,22.4395,0006,3,13.4,,
3490,0218,B,2015-06-24T06:00,63.5887,22.4395,0006,5.5,10.4,,6.72
3490,0166,B,2015-06-24T11:00,62.3408,21.3243,0009,0,,,
3490,0166,B,2015-06-24T11:00,62.3408,21.3243,0009,1,16.6,,6.86
3490,0166,B,2015-06-24T11:00,62.3408,21.3243,0009,3,16.5,,
3490,0166,B,2015-06-24T11:00,62.3408,21.3243,0009,7.5,13.2,,3.08
3490,0171,B,2015-06-24T12:00,62.8957,21.3942,0003,0,,,
3490,0171,B,2015-06-24T12:00,62.8957,21.3942,0003,1,18.,,6.65
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,0,,,
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,1,15.,5.72,7.49
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,5,14.8,5.73,7.35
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,10,14.2,5.74,7.21
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,20,9.8,5.81,5.88
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,40,8.4,5.91,6.44
3490,0080,B,2015-06-29T07:00,60.2557,21.9532,0048,47,8.6,5.97,6.23
3490,0244,B,2015-06-30T05:30,63.9188,22.9802,0018,0,,,
3490,0244,B,2015-06-30T05:30,63.9188,22.9802,0018,1,11.8,,7.49
3490,0244,B,2015-06-30T05:30,63.9188,22.9802,0018,5,11.,,7.77
3490,0244,B,2015-06-30T05:30,63.9188,22.9802,0018,10,10.7,,7.77
3490,0244,B,2015-06-30T05:30,63.9188,22.9802,0018,17,8.8,,7.7
3490,0271,B,2015-07-01T00:00,65.6135,24.3465,0017,1,14.7,,
3490,0271,B,2015-07-01T00:00,65.6135,24.3465,0017,5,14.1,,
3490,0271,B,2015-07-01T00:00,65.6135,24.3465,0017,10,13.2,,
3490,0271,B,2015-07-01T00:00,65.6135,24.3465,0017,16,11.,,
3490,0122,B,2015-07-01T06:30,60.3885,27.6550,0048,1,15.,3.95,
3490,0122,B,2015-07-01T06:30,60.3885,27.6550,0048,5,14.8,3.95,
3490,0122,B,2015-07-01T06:30,60.3885,27.6550,0048,10,13.2,3.96,
3490,0122,B,2015-07-01T06:30,60.3885,27.6550,0048,15,11.9,3.98,
3490,0122,B,2015-07-01T06:30,60.3885,27.6550,0048,20,10.2,3.98,
3490,0122,B,2015-07-01T06:30,60.3885,27.6550,0048,47,2.8,5.26,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,1,14.8,3.98,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,5,14.4,3.98,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,10,12.9,4.12,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,15,9.3,4.26,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,20,9.8,4.63,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,40,3.2,5.21,
3490,0093,B,2015-07-02T07:00,60.2503,27.2468,0069,68,2.9,6.,
3490,0257,B,2015-07-02T07:30,63.9612,22.9282,,0,,,
3490,0257,B,2015-07-02T07:30,63.9612,22.9282,,1,11.,3.25,
3490,0229,B,2015-07-02T08:35,63.8782,22.9888,,0,,,
3490,0229,B,2015-07-02T08:35,63.8782,22.9888,,1,13.5,3.13,
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,0,,,
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,1,16.5,6.14,7.14
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,5,16.2,6.19,7.28
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,10,15.6,6.19,7.21
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,20,11.5,6.37,7.35
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,40,5.2,6.69,7.49
3490,0021,B,2015-07-05T08:30,59.8052,21.3418,0068,67,4.1,6.92,7.49
3490,0272,B,2015-07-06T00:00,65.7217,24.2103,0010,1,16.5,,
3490,0272,B,2015-07-06T00:00,65.7217,24.2103,0010,9.5,13.1,,
3490,0219,B,2015-07-06T06:00,63.5887,22.4395,0006,0,,,
3490,0219,B,2015-07-06T06:00,63.5887,22.4395,0006,1,16.1,,6.3
3490,0219,B,2015-07-06T06:00,63.5887,22.4395,0006,3,15.8,,
3490,0219,B,2015-07-06T06:00,63.5887,22.4395,0006,5.5,15.1,,6.3
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,0,,,
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,1,14.5,6.03,7.07
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,5,14.1,6.06,7.07
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,10,14.1,6.07,6.86
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,20,9.6,6.09,6.93
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,40,7.7,6.14,6.93
3490,0010,B,2015-07-08T07:45,59.7768,23.2628,0060,58.5,7.1,6.19,6.93
3490,0061,B,2015-07-08T08:30,60.1502,20.9465,0081,0,,,
3490,0061,B,2015-07-08T08:30,60.1502,20.9465,0081,1,14.5,,
3490,0061,B,2015-07-08T08:30,60.1502,20.9465,0081,5,14.5,,
